RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type
Em0070_00_Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,35.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,シザークロス,ClawCross,シザークロス,|||,3,,0,|||,L_Arm4|R_Arm4|L_Arm3|R_Arm3,L_Arm4|R_Arm4|L_Arm4|R_Arm4,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 8.34465e-07, 'y': 1.1920929e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 3.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 3.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}",,,,,,,,,,,,
1,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,25.0,0.0,NORMAL(0),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,弱爪攻撃,ClawAttack,弱爪攻撃,|,4,,0,|,L_Arm4|R_Arm4,L_Arm4|R_Arm4,Capsule|Capsule,"{'start': {'x': 8.34465e-07, 'y': 1.1920929e-07, 'z': 0.0}, 'end': {'x': -0.05, 'y': -0.15, 'z': 2.3}, 'radius': 0.5}|{'start': {'x': 4.7683716e-07, 'y': 1.1920929e-07, 'z': 0.0}, 'end': {'x': -0.05000019, 'y': -0.15000004, 'z': 2.2999997}, 'radius': 0.5}",,,,,,,,,,,,
2,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,60.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,POISON(1990626048),False,100.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,e6efdf8d-2c0d-4131-a0bf-0ba076544144,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,顎噛みつき攻撃,BitingAttack,顎噛みつき攻撃,|,6,,0,|,L_Fang1|R_Fang1,L_Fang7|R_Fang7,ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 1.7881393e-07, 'y': 0.0, 'z': -1.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.5}|{'start': {'x': 1.7881393e-07, 'y': 0.0, 'z': -1.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.5}",,,,,,,,,,,,
3,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,25.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,POISON(1990626048),False,100.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,e6efdf8d-2c0d-4131-a0bf-0ba076544144,0.0,DEFAULT(0),False,False,True,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,顎出し移動攻撃,BitingAttack_Far,顎出し攻撃,|,6,,0,|,L_Fang1|R_Fang1,L_Fang7|R_Fang7,ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 1.7881393e-07, 'y': 0.0, 'z': -1.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.5}|{'start': {'x': 1.7881393e-07, 'y': 0.0, 'z': -1.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.5}",,,,,,,,,,,,
4,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,60.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,POISON(1990626048),False,100.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,e6efdf8d-2c0d-4131-a0bf-0ba076544144,0.0,DEFAULT(0),False,False,True,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,近距離噛みつき,QuickAttack,近距離噛みつき,|,6,,0,|,L_Fang1|R_Fang1,L_Fang7|R_Fang7,ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 1.7881393e-07, 'y': 0.0, 'z': -1.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.5}|{'start': {'x': 1.7881393e-07, 'y': 0.0, 'z': -1.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.5}",,,,,,,,,,,,
5,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),15.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,糸突進,Rush,糸突進,|||||||||||||,9,,0,|||||||||||||,Head|L_Fang1|R_Fang1|Hip|L_Multi0_Leg2|R_Multi0_Leg2|R_Multi1_Leg2|L_Multi1_Leg2|L_Multi0_Leg1|L_Multi0_Leg2|R_Multi0_Leg1|R_Multi0_Leg2|Spike|Tail2,Jaw|L_Fang7|R_Fang7|Hip|L_Multi0_Leg3|R_Multi0_Leg3|R_Multi1_Leg3|L_Multi1_Leg3|L_Multi1_Leg1|L_Multi1_Leg2|R_Multi1_Leg1|R_Multi1_Leg2|Spike|Tail3,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -5.9604645e-08, 'y': -0.1, 'z': 0.2}, 'end': {'x': -7.450581e-09, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 1.7881393e-07, 'y': 0.0, 'z': 9.2573464e-07}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.4}|{'start': {'x': 1.7881393e-07, 'y': 0.0, 'z': 9.2573464e-07}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.4}|{'start': {'x': 0.05, 'y': 0.2, 'z': 0.4}, 'end': {'x': 0.12430312, 'y': 0.2, 'z': 0.9427432}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 1.0, 'z': 0.024}, 'end': {'x': 0.0, 'y': 3.6, 'z': 0.1}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 1.3159976, 'z': 0.5}, 'end': {'x': 0.0, 'y': 1.3633506, 'z': -0.3}, 'radius': 1.3}",,,,,,,,,,,,
6,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,40.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,SLEEP(1974656256),False,100.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,f6f51c66-a168-4358-a985-0ab97144f98e,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,腹刺し攻撃,NeedleAttack,腹刺し攻撃,||,10,,0,||,Tail2|Tail5|Tail6,Tail3|Tail6|Tail7,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.8}|{'start': {'x': 0.0, 'y': 0.3, 'z': 1.0}, 'end': {'x': 0.0, 'y': 0.3, 'z': 1.0}, 'radius': 1.8}|{'start': {'x': -2.0489097e-08, 'y': 9.536743e-07, 'z': 0.0}, 'end': {'x': 8.940697e-08, 'y': 4.7683716e-07, 'z': -0.5}, 'radius': 1.5}",,,,,,,,,,,,
7,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,20.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,POISON(1990626048),False,100.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,e6efdf8d-2c0d-4131-a0bf-0ba076544144,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,ターザンジャンプ,TarzanJump,ターザンジャンプ,||||||||||,12,,0,||||||||||,Tail2|Hip|Tail5|Spike|Tail2|L_Arm2|L_Arm3|R_Arm2|R_Arm3|L_Arm4|R_Arm4,Tail3|Hip|Tail6|Spike|Tail3|L_Arm3|L_Arm4|R_Arm3|R_Arm4|L_Arm4|R_Arm4,Capsule|Capsule|Capsule|ContinuousCapsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.45, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.45, 'z': 0.0}, 'radius': 1.8}|{'start': {'x': 0.05, 'y': 0.2, 'z': 0.4}, 'end': {'x': 0.0, 'y': 0.2, 'z': 1.5}, 'radius': 2.4}|{'start': {'x': 0.0, 'y': 0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.3, 'z': -0.5}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 1.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.1, 'z': 0.1}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 1.5, 'z': 0.5}, 'end': {'x': 0.0, 'y': 1.5, 'z': -0.3}, 'radius': 1.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 8.34465e-07, 'y': 1.1920929e-07, 'z': 0.0}, 'end': {'x': -0.05, 'y': -0.15, 'z': 2.3}, 'radius': 0.3}|{'start': {'x': 4.7683716e-07, 'y': 1.1920929e-07, 'z': 0.0}, 'end': {'x': -0.05000019, 'y': -0.15000004, 'z': 2.2999997}, 'radius': 0.3}",,,,,,,,,,,,
8,SLIP(22),CAPTURE_NET(-956543104),ROLLING_R(8),0.0,25.0,0.0,ALL_RANGE(1),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,斜め前爪(左),Claw_L,斜め前爪(左)_Copied,|||,3,,0,|||,L_Arm4|R_Arm4|L_Arm3|R_Arm3,L_Arm4|R_Arm4|L_Arm4|R_Arm4,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 8.34465e-07, 'y': 1.1920929e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 3.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 3.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}",,,,,,,,,,,,
