RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type
Em0150_50_Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,100.0,0.0,NORMAL(0),100.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,40.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,True,True,True,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,穴掘りアタック（真）,SpPress,穴掘りアタック,||||||||||,5,,0,||||||||||,Head|Neck1|R_ArmU0|R_ArmL0|R_Hand1|L_ArmU0|L_ArmL0|L_Hand1|Spine2|L_LegU0|R_LegU0,||R_ArmU1|R_ArmL0||L_ArmU1|L_ArmL0||Hip|L_LegU1|R_LegU1,Sphere|Sphere|Capsule|Capsule|Sphere|Capsule|Capsule|Sphere|Capsule|Capsule|Capsule,"{'x': 0.0, 'y': -0.3, 'z': 0.3, 'radius': 1.5}|{'x': 0.0, 'y': -0.9, 'z': 0.0, 'radius': 2.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -1.3, 'z': 0.0}, 'radius': 1.0}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -1.3, 'z': 0.0}, 'radius': 1.0}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.0}|{'start': {'x': 1.192093e-07, 'y': -0.1999991, 'z': -2.980232e-08}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.8}, 'radius': 1.5}|{'start': {'x': -0.2, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.2, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}",,,,,,,,,,,,
1,SLIP(22),CAPTURE_NET(-956543104),CENTER(6),0.0,25.0,0.0,NORMAL(0),15.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['ROLLING_L(9)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,ひっかき,Claw_R,ひっかき,||,8,,0,||,L_ArmU0|L_ArmL0|L_Hand1,L_ArmU1|L_ArmL0|,Capsule|Capsule|Sphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': -4.768372e-07, 'y': -5.960464e-08, 'z': -0.4999997}, 'end': {'x': 0.0, 'y': -1.3, 'z': 2.384186e-07}, 'radius': 1.0}|{'x': -2.384186e-07, 'y': -1.490116e-07, 'z': -5.960464e-07, 'radius': 1.0}",,,,,,,,,,,,
3,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,25.0,0.0,NORMAL(0),15.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,True,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,噛みつき,Bite,噛みつき,|,10,,0,|,Jaw|Neck0,|Neck1,Sphere|Capsule,"{'x': 0.0, 'y': 0.1, 'z': 0.5, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.9000001, 'z': -1.192093e-07}, 'end': {'x': -1.247706e-07, 'y': -0.6, 'z': 1.0}, 'radius': 1.4}",,,,,,,,,,,,
9,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,100.0,0.0,NORMAL(0),100.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,40.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,True,True,True,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,穴掘りアタック,Deadly,穴掘りアタック,||||||||,9,,0,||||||||,Jaw|Neck1|Spine2|R_ArmU0|R_ArmL0|R_Hand1|L_ArmU0|L_ArmL0|L_Hand1,||Hip|R_ArmU1|R_ArmL0||L_ArmU1|L_ArmL0|,Sphere|Sphere|Capsule|Capsule|Capsule|Sphere|Capsule|Capsule|Sphere,"{'x': 0.0, 'y': -0.3, 'z': 0.3, 'radius': 2.0}|{'x': 0.0, 'y': -0.9, 'z': 0.0, 'radius': 2.0}|{'start': {'x': 0.0, 'y': -0.9000001, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.9000001, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -1.3, 'z': 0.0}, 'radius': 1.0}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -1.3, 'z': 0.0}, 'radius': 1.0}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.0}",,,,,,,,,,,,
4,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),FRONT(0),0.0,45.0,0.0,NORMAL(0),35.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.3,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,True,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,タックル,Tacle,タックル（Ga用）,|||,14,,0,|||,Head|Neck1|Chest|Spine2,|||Hip,Sphere|Sphere|Sphere|Capsule,"{'x': 0.0, 'y': 0.0, 'z': 0.3, 'radius': 1.4}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}|{'x': 0.0, 'y': -1.5, 'z': 1.0, 'radius': 1.9}|{'start': {'x': 5.960464e-08, 'y': -0.9000001, 'z': -4.768372e-07}, 'end': {'x': 0.0, 'y': -0.8, 'z': 0.6}, 'radius': 1.7}",,,,,,,,,,,,
6,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),True,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,M(2),AUTO(1006222464),False,NONE(3),,0.0,0.0,フレンドヒット,FriendHit,フレンドヒット,,19,,0,胴,Neck0,Hip,Capsule,"{'start': {'x': 0.0, 'y': -0.9000001, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.9000001, 'z': 0.0}, 'radius': 1.5}",,,,,,,,,,,,
7,GESTURE(7),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),1,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,対PL咆哮,RoarForPL,対PL咆哮,,21,,0,,Head,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 30.0}",,,,,,,,,,,,
8,EAR(5),CAPTURE_NET(-956543104),CENTER(6),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,対EM咆哮,RoarForEM,対EM咆哮,対EM咆哮拡大_Copied,22,,0,,Head,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.0}",,,,,,,,,,,,
10,SLIP(22),CAPTURE_NET(-956543104),CENTER(6),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,転倒連鎖,DropChain,転倒連鎖,,23,,0,,Spine2,Hip,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 4.0}",,,,,,,,,,,,
