RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type
Em0151_00_Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,対PL当たり（プレイデモ用）,AttackForPl,対PL当たり（プレイデモ用）,,0,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': -5.0, 'radius': 20.0}",,,,,,,,,,,,
1,SLIP(22),CAPTURE_NET(-956543104),CENTER(6),0.0,30.0,0.0,NORMAL(0),15.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.6,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,側面噛みつき,Bite,噛みつき,||,1,,0,||,R_Tongue3|L_Tongue3|UpperLip0,R_Tongue0|L_Tongue0|UpperLip3,Capsule|Capsule|Capsule,"{'start': {'x': 0.3, 'y': 0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': -0.3, 'y': 0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.7, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.1, 'z': -0.35}, 'radius': 1.0}",,,,,,,,,,,,
2,SMASH(21),CAPTURE_NET(-956543104),COLLIDER_CENTER(-799903744),0.0,35.0,0.0,ALL_RANGE(1),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,首なぎ払い,NeckWhip,首なぎ払い,|||,4,,0,|||,Head|Neck6|Neck4|Neck2,|Neck5|Neck3|Neck1,Sphere|Capsule|Capsule|Capsule,"{'x': 0.0, 'y': -0.3, 'z': 0.7, 'radius': 1.8}|{'start': {'x': 0.0, 'y': 0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.0}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.3, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'radius': 1.2}",,,,,,,,,,,,
4,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,20.0,0.0,NORMAL(0),15.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,腕なぎ払い（左）,Punch_L,腕なぎ払い,||,5,,0,||,L_ArmU0|L_ArmL0|L_Hand1,L_ArmU1|L_Hand0|L_MiddleH1,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': -1.490116e-08, 'y': 0.0, 'z': -1.490116e-08}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}",,,,,,,,,,,,
5,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),CENTER(6),0.0,30.0,0.0,ALL_RANGE(1),10.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.6,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,尻尾攻撃,TailAttack,尻尾攻撃,||||,6,,0,||||,Tail1|Tail3|Tail4|Tail5|Tail6,Tail2|Tail4|Tail5|Tail6|Tail7,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.1, 'z': -0.8}, 'end': {'x': 0.0, 'y': 0.1, 'z': -0.2}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -1.7}, 'radius': 1.0}",,,,,,,,,,,,
6,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,飛びかかり攻撃,JumpAttack,飛びかかり攻撃,,3,,0,,Head,Neck5,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -1.5}, 'radius': 2.1}",,,,,,,,,,,,
7,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,尻尾ドリル攻撃,DrillAttack,尻尾ドリル攻撃,||||||||||||,8,,0,||||||||||||,Spine2|Spine1|Hip|Tail1|Tail3|Tail5|Tail6|R_LegU0|R_LegL0|R_Foot0|L_LegU0|L_LegL0|L_Foot0,Spine1|Spine0|Tail0|Tail2|Tail4|Tail6|Tail7|R_LegU1|R_Foot0|R_Foot2|L_LegU1|L_Foot0|L_Foot2,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.05}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.35}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.1, 'z': -0.2}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.2}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.1}, 'radius': 1.2}|{'start': {'x': 6.258488e-06, 'y': 7.748604e-07, 'z': 3.904104e-06}, 'end': {'x': 0.5, 'y': 0.2, 'z': -2.0}, 'radius': 0.8}|{'start': {'x': 0.5, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.1, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': -0.5, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.1, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}",,,,,,,,,,,,
8,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),10.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.6,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,２連噛みつき,2Bite,２連噛みつき,,2,,0,,Head,,Sphere,"{'x': 0.0, 'y': -0.3, 'z': 1.0, 'radius': 1.8}",,,,,,,,,,,,
9,SLIP(22),CAPTURE_NET(-956543104),CENTER(6),0.0,30.0,0.0,NORMAL(0),15.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.6,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,噛みつき（前）,Bite_front,噛みつき,,2,,0,,Head,,Sphere,"{'x': 0.0, 'y': -0.3, 'z': 1.0, 'radius': 1.8}",,,,,,,,,,,,
